FeatureCode,DateCode,Measurement,Units,Value,Sex,Age,SIMD quintiles,Urban Rural Classification
S12000041,2016-2018,95% Upper Confidence Limit,Years,23.11,Male,50-54 years,All,All
S12000041,2016-2018,95% Upper Confidence Limit,Years,42.74,Male,25-29 years,All,All
S12000041,2016-2018,95% Upper Confidence Limit,Years,19.56,Male,55-59 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,53.08,Female,10-14 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,35.35,Female,30-34 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,43.92,Female,20-24 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,62.15,Female,0 years,All,All
S12000011,2016-2018,95% Upper Confidence Limit,Years,2.77,Female,90 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,39.56,Female,25-29 years,All,All
S12000011,2016-2018,95% Upper Confidence Limit,Years,25.02,Female,50-54 years,All,All
S12000011,2016-2018,95% Upper Confidence Limit,Years,29.07,Female,45-49 years,All,All
S12000011,2016-2018,95% Upper Confidence Limit,Years,5.39,Female,80-84 years,All,All
S12000011,2016-2018,95% Upper Confidence Limit,Years,21.1,Female,55-59 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,48.48,Female,15-19 years,All,All
S12000011,2016-2018,95% Upper Confidence Limit,Years,17.56,Female,60-64 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,41.58,Female,20-24 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,46.15,Female,15-19 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,18.21,Female,50-54 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,37.19,Female,25-29 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,3.08,Female,85-89 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,32.97,Female,30-34 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,61.49,Female,1-4 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,25.12,Female,40-44 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,57.72,Female,5-9 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,28.9,Female,35-39 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,15.15,Female,55-59 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,21.54,Female,45-49 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,27.23,Female,40-44 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,31.2,Female,35-39 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,8.24,Female,70-74 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,23.49,Female,45-49 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,58.08,Female,5-9 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,19.85,Female,50-54 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,26.48,Female,45-49 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,13.51,Female,60-64 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,22.77,Female,50-54 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,16.53,Female,55-59 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,6.26,Female,75-79 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,10.72,Female,65-69 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,2.25,Female,90 years,All,All
S12000011,2016-2018,95% Upper Confidence Limit,Years,10.59,Female,70-74 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,62.34,Female,0 years,All,All
S12000011,2016-2018,95% Upper Confidence Limit,Years,13.96,Female,65-69 years,All,All
S12000011,2016-2018,95% Upper Confidence Limit,Years,3.58,Female,85-89 years,All,All
S12000011,2016-2018,95% Upper Confidence Limit,Years,7.83,Female,75-79 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,61.72,Female,1-4 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,44.76,Female,20-24 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,53.57,Female,10-14 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,3.08,Female,85-89 years,All,All
S12000014,2016-2018,95% Upper Confidence Limit,Years,4.52,Female,80-84 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,49.1,Female,15-19 years,All,All
S12000048,2016-2018,95% Upper Confidence Limit,Years,18.7,Female,60-64 years,All,All
S12000048,2016-2018,95% Upper Confidence Limit,Years,46.52,Female,25-29 years,All,All
S12000048,2016-2018,95% Upper Confidence Limit,Years,15.19,Female,65-69 years,All,All
S12000048,2016-2018,95% Upper Confidence Limit,Years,50.76,Female,20-24 years,All,All
S12000048,2016-2018,95% Upper Confidence Limit,Years,33.93,Female,40-44 years,All,All
S12000048,2016-2018,95% Upper Confidence Limit,Years,42.29,Female,30-34 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,3.74,Female,85-89 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,5.24,Female,80-84 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,9.44,Female,70-74 years,All,All
S12000048,2016-2018,95% Upper Confidence Limit,Years,22.31,Female,55-59 years,All,All
S12000048,2016-2018,95% Upper Confidence Limit,Years,29.96,Female,45-49 years,All,All
S12000048,2016-2018,95% Upper Confidence Limit,Years,26.1,Female,50-54 years,All,All
S12000048,2016-2018,95% Upper Confidence Limit,Years,11.9,Female,70-74 years,All,All
S12000048,2016-2018,95% Upper Confidence Limit,Years,4.69,Female,85-89 years,All,All
S12000048,2016-2018,95% Upper Confidence Limit,Years,9.18,Female,75-79 years,All,All
S12000023,2016-2018,95% Upper Confidence Limit,Years,26.76,Female,55-59 years,All,All
S12000023,2016-2018,95% Upper Confidence Limit,Years,22.98,Female,60-64 years,All,All
S12000048,2016-2018,95% Upper Confidence Limit,Years,6.65,Female,80-84 years,All,All
S12000038,2016-2018,95% Upper Confidence Limit,Years,64.13,Female,0 years,All,All
S12000038,2016-2018,95% Upper Confidence Limit,Years,63.29,Female,1-4 years,All,All
S12000048,2016-2018,95% Upper Confidence Limit,Years,38.03,Female,35-39 years,All,All
S12000038,2016-2018,95% Upper Confidence Limit,Years,54.74,Female,10-14 years,All,All
S12000038,2016-2018,95% Upper Confidence Limit,Years,59.5,Female,5-9 years,All,All
S12000048,2016-2018,95% Upper Confidence Limit,Years,3.38,Female,90 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,7.69,Female,70-74 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,21.41,Female,50-54 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,5.93,Female,75-79 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,24.97,Female,45-49 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,12.15,Female,65-69 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,18.15,Female,55-59 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,4.34,Female,80-84 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,67.03,Female,1-4 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,2.24,Female,90 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,9.85,Female,65-69 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,12.31,Female,60-64 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,67.8,Female,0 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,59.44,Female,1-4 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,2.85,Female,90 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,60.11,Female,0 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,55.58,Female,5-9 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,7.07,Female,75-79 years,All,All
S12000049,2016-2018,95% Upper Confidence Limit,Years,50.81,Female,10-14 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,36.49,Female,30-34 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,40.56,Female,25-29 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,15.11,Female,60-64 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,32.47,Female,35-39 years,All,All
S12000047,2016-2018,95% Upper Confidence Limit,Years,28.68,Female,40-44 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,61.76,Female,0 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,47.51,Female,15-19 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,56.98,Female,5-9 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,9.95,Female,70-74 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,8.09,Female,75-79 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,52.14,Female,10-14 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,34.8,Female,30-34 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,43.07,Female,20-24 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,38.87,Female,25-29 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,30.94,Female,35-39 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,60.95,Female,1-4 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,27.39,Female,40-44 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,40.92,Female,30-34 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,36.53,Female,35-39 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,17.77,Female,55-59 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,28.29,Female,45-49 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,32.36,Female,40-44 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,45.36,Female,25-29 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,4.34,Female,85-89 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,6.17,Female,80-84 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,12.21,Female,65-69 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,24.04,Female,45-49 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,14.81,Female,60-64 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,20.79,Female,50-54 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,52.39,Male,20-24 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,34.03,Male,40-44 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,43.1,Male,30-34 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,66.65,Male,5-9 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,70.36,Male,1-4 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,38.48,Male,35-39 years,All,All
S12000010,2016-2018,95% Upper Confidence Limit,Years,30.28,Male,40-44 years,All,All
S12000010,2016-2018,95% Upper Confidence Limit,Years,34.48,Male,35-39 years,All,All
S12000010,2016-2018,95% Upper Confidence Limit,Years,9.37,Male,70-74 years,All,All
S12000010,2016-2018,95% Upper Confidence Limit,Years,26.21,Male,45-49 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,47.72,Male,25-29 years,All,All
S12000010,2016-2018,95% Upper Confidence Limit,Years,22.24,Male,50-54 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,6.23,Male,80-84 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,25.65,Male,50-54 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,4.27,Male,85-89 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,17.94,Male,60-64 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,21.59,Male,55-59 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,29.88,Male,45-49 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,61.91,Male,10-14 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,11.2,Male,70-74 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,57.11,Male,15-19 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,14.38,Male,65-69 years,All,All
S12000045,2016-2018,95% Upper Confidence Limit,Years,8.46,Male,75-79 years,All,All
S12000020,2016-2018,95% Upper Confidence Limit,Years,34.89,Female,35-39 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,51.93,Female,15-19 years,All,All
S12000020,2016-2018,95% Upper Confidence Limit,Years,30.75,Female,40-44 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,56.57,Female,10-14 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,38.65,Female,30-34 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,47.46,Female,20-24 years,All,All
S12000020,2016-2018,95% Upper Confidence Limit,Years,26.74,Female,45-49 years,All,All
S12000020,2016-2018,95% Upper Confidence Limit,Years,12.56,Female,65-69 years,All,All
S12000020,2016-2018,95% Upper Confidence Limit,Years,19.29,Female,55-59 years,All,All
S12000020,2016-2018,95% Upper Confidence Limit,Years,39,Female,30-34 years,All,All
S12000020,2016-2018,95% Upper Confidence Limit,Years,43.17,Female,25-29 years,All,All
S12000020,2016-2018,95% Upper Confidence Limit,Years,16,Female,60-64 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,19.28,Female,55-59 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,8.21,Female,75-79 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,13.15,Female,65-69 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,30.38,Female,40-44 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,34.41,Female,35-39 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,10.49,Female,70-74 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,65.86,Female,0 years,All,All
S12000018,2016-2018,95% Upper Confidence Limit,Years,3.08,Female,90 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,43,Female,25-29 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,65.04,Female,1-4 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,16.07,Female,60-64 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,61.26,Female,5-9 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,3,Female,90 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,4.26,Female,85-89 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,11,Female,70-74 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,24.37,Female,50-54 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,14.01,Female,65-69 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,20.67,Female,55-59 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,63.34,Female,5-9 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,49.71,Female,20-24 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,58.72,Female,10-14 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,8.34,Female,75-79 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,6.15,Female,80-84 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,54.15,Female,15-19 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,4.2,Female,85-89 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,5.98,Female,80-84 years,All,All
S12000020,2016-2018,95% Upper Confidence Limit,Years,51.45,Female,15-19 years,All,All
S12000019,2016-2018,95% Upper Confidence Limit,Years,3.03,Female,90 years,All,All
S12000020,2016-2018,95% Upper Confidence Limit,Years,22.94,Female,50-54 years,All,All
S12000020,2016-2018,95% Upper Confidence Limit,Years,64.39,Female,0 years,All,All
S12000020,2016-2018,95% Upper Confidence Limit,Years,60.24,Female,5-9 years,All,All
S12000020,2016-2018,95% Upper Confidence Limit,Years,55.8,Female,10-14 years,All,All
S12000017,2016-2018,95% Upper Confidence Limit,Years,17.25,Female,60-64 years,All,All
S12000020,2016-2018,95% Upper Confidence Limit,Years,47.28,Female,20-24 years,All,All
S12000020,2016-2018,95% Upper Confidence Limit,Years,63.72,Female,1-4 years,All,All
S12000033,2015-2017,Count,Years,14.58,Female,60-64 years,All,All
S12000033,2015-2017,Count,Years,24.71,Female,45-49 years,All,All
S12000033,2015-2017,Count,Years,40.98,Female,25-29 years,All,All
S12000033,2015-2017,Count,Years,17.69,Female,55-59 years,All,All
S12000033,2015-2017,Count,Years,1.35,Male,90 years,All,All
S12000033,2015-2017,Count,Years,1.97,Male,85-89 years,All,All
S12000033,2015-2017,Count,Years,21.11,Female,50-54 years,All,All
S12000033,2015-2017,Count,Years,47.12,Male,15-19 years,All,All
S12000033,2015-2017,Count,Years,32.39,Female,35-39 years,All,All
S12000033,2015-2017,Count,Years,37.97,Male,25-29 years,All,All
S12000033,2015-2017,Count,Years,51.89,Male,10-14 years,All,All
S12000033,2015-2017,Count,Years,28.46,Female,40-44 years,All,All
S12000033,2015-2017,Count,Years,45.52,Female,20-24 years,All,All
S12000033,2015-2017,Count,Years,36.57,Female,30-34 years,All,All
S12000026,2015-2017,Count,Years,38.43,Female,30-34 years,All,All
S12000026,2015-2017,Count,Years,30.23,Female,40-44 years,All,All
S12000033,2015-2017,Count,Years,59.9,Female,5-9 years,All,All
S12000026,2015-2017,Count,Years,34.3,Female,35-39 years,All,All
S12000026,2015-2017,Count,Years,42.67,Female,25-29 years,All,All
S12000026,2015-2017,Count,Years,15.42,Female,60-64 years,All,All
S12000026,2015-2017,Count,Years,46.95,Female,20-24 years,All,All
S12000033,2015-2017,Count,Years,4.79,Male,75-79 years,All,All
S12000033,2015-2017,Count,Years,3.19,Male,80-84 years,All,All
S12000033,2015-2017,Count,Years,64.65,Female,0 years,All,All
S12000033,2015-2017,Count,Years,50.17,Female,15-19 years,All,All
S12000033,2015-2017,Count,Years,63.83,Female,1-4 years,All,All
S12000033,2015-2017,Count,Years,54.97,Female,10-14 years,All,All
S12000034,2015-2017,Count,Years,67.01,Female,0 years,All,All
S12000034,2015-2017,Count,Years,4.44,Male,80-84 years,All,All
S12000034,2015-2017,Count,Years,15.1,Male,60-64 years,All,All
S12000034,2015-2017,Count,Years,1.62,Male,90 years,All,All
S12000033,2015-2017,Count,Years,21.72,Male,45-49 years,All,All
S12000033,2015-2017,Count,Years,25.38,Male,40-44 years,All,All
S12000034,2015-2017,Count,Years,2.85,Male,85-89 years,All,All
S12000034,2015-2017,Count,Years,38.97,Female,30-34 years,All,All
S12000034,2015-2017,Count,Years,8.98,Male,70-74 years,All,All
S12000034,2015-2017,Count,Years,43.44,Female,25-29 years,All,All
S12000034,2015-2017,Count,Years,6.52,Male,75-79 years,All,All
S12000034,2015-2017,Count,Years,18.63,Male,55-59 years,All,All
S12000034,2015-2017,Count,Years,11.88,Male,65-69 years,All,All
S12000033,2015-2017,Count,Years,61.47,Male,0 years,All,All
S12000033,2015-2017,Count,Years,56.69,Male,5-9 years,All,All
S12000033,2015-2017,Count,Years,11.81,Male,60-64 years,All,All
S12000033,2015-2017,Count,Years,60.61,Male,1-4 years,All,All
S12000030,2015-2017,Count,Years,2.08,Female,90 years,All,All
S12000033,2015-2017,Count,Years,42.49,Male,20-24 years,All,All
S12000030,2015-2017,Count,Years,3.07,Female,85-89 years,All,All
S12000033,2015-2017,Count,Years,33.56,Male,30-34 years,All,All
S12000033,2015-2017,Count,Years,29.31,Male,35-39 years,All,All
S12000033,2015-2017,Count,Years,18.18,Male,50-54 years,All,All
S12000033,2015-2017,Count,Years,6.85,Male,70-74 years,All,All
S12000033,2015-2017,Count,Years,14.86,Male,55-59 years,All,All
S12000033,2015-2017,Count,Years,9.13,Male,65-69 years,All,All
S12000048,2015-2017,Count,Years,29.3,Female,45-49 years,All,All
S12000048,2015-2017,Count,Years,9.12,Female,75-79 years,All,All
S12000048,2015-2017,Count,Years,18.14,Female,60-64 years,All,All
S12000048,2015-2017,Count,Years,33.34,Female,40-44 years,All,All
S12000048,2015-2017,Count,Years,14.85,Female,65-69 years,All,All
S12000048,2015-2017,Count,Years,11.81,Female,70-74 years,All,All
S12000048,2015-2017,Count,Years,6.67,Female,80-84 years,All,All
S12000027,2015-2017,Count,Years,58.44,Male,10-14 years,All,All
S12000027,2015-2017,Count,Years,68.12,Male,0 years,All,All
S12000026,2015-2017,Count,Years,6.44,Female,75-79 years,All,All
S12000027,2015-2017,Count,Years,63.3,Male,5-9 years,All,All
S12000048,2015-2017,Count,Years,21.67,Female,55-59 years,All,All
S12000048,2015-2017,Count,Years,25.43,Female,50-54 years,All,All
S12000027,2015-2017,Count,Years,67.3,Male,1-4 years,All,All
S12000048,2015-2017,Count,Years,46.04,Female,25-29 years,All,All
S12000026,2015-2017,Count,Years,24.17,Male,45-49 years,All,All
S12000048,2015-2017,Count,Years,37.46,Female,35-39 years,All,All
S12000048,2015-2017,Count,Years,50.38,Female,20-24 years,All,All
S12000026,2015-2017,Count,Years,20.3,Male,50-54 years,All,All
S12000026,2015-2017,Count,Years,36.23,Male,30-34 years,All,All
S12000026,2015-2017,Count,Years,28.17,Male,40-44 years,All,All
S12000048,2015-2017,Count,Years,63.63,Female,5-9 years,All,All
S12000048,2015-2017,Count,Years,54.72,Female,15-19 years,All,All
S12000048,2015-2017,Count,Years,59.15,Female,10-14 years,All,All
S12000048,2015-2017,Count,Years,67.15,Female,1-4 years,All,All
S12000048,2015-2017,Count,Years,41.75,Female,30-34 years,All,All
S12000048,2015-2017,Count,Years,67.81,Female,0 years,All,All
S12000026,2015-2017,Count,Years,3.14,Male,80-84 years,All,All
S12000026,2015-2017,Count,Years,56.08,Female,10-14 years,All,All
S12000026,2015-2017,Count,Years,65.35,Female,0 years,All,All
S12000026,2015-2017,Count,Years,5,Male,75-79 years,All,All
S12000026,2015-2017,Count,Years,64.61,Female,1-4 years,All,All
S12000026,2015-2017,Count,Years,60.78,Female,5-9 years,All,All
S12000026,2015-2017,Count,Years,51.42,Female,15-19 years,All,All
S12000026,2015-2017,Count,Years,12.12,Female,65-69 years,All,All
S12000026,2015-2017,Count,Years,26.18,Female,45-49 years,All,All
S12000026,2015-2017,Count,Years,18.85,Female,55-59 years,All,All
S12000026,2015-2017,Count,Years,1.05,Male,90 years,All,All
S12000026,2015-2017,Count,Years,1.74,Male,85-89 years,All,All
S12000026,2015-2017,Count,Years,22.43,Female,50-54 years,All,All
S12000027,2015-2017,Count,Years,26.35,Male,45-49 years,All,All
S12000026,2015-2017,Count,Years,2.71,Female,85-89 years,All,All
S12000027,2015-2017,Count,Years,18.56,Male,55-59 years,All,All
S12000027,2015-2017,Count,Years,30.53,Male,40-44 years,All,All
S12000026,2015-2017,Count,Years,1.8,Female,90 years,All,All
S12000026,2015-2017,Count,Years,9.15,Female,70-74 years,All,All
S12000026,2015-2017,Count,Years,4.23,Female,80-84 years,All,All
S12000027,2015-2017,Count,Years,43.98,Male,25-29 years,All,All
S12000027,2015-2017,Count,Years,34.76,Male,35-39 years,All,All
S12000027,2015-2017,Count,Years,39.32,Male,30-34 years,All,All
S12000027,2015-2017,Count,Years,48.62,Male,20-24 years,All,All
S12000027,2015-2017,Count,Years,22.16,Male,50-54 years,All,All
S12000027,2015-2017,Count,Years,53.44,Male,15-19 years,All,All
S12000030,2015-2017,Count,Years,9.28,Female,70-74 years,All,All
S12000030,2015-2017,Count,Years,55.61,Female,10-14 years,All,All
S12000030,2015-2017,Count,Years,4.72,Female,80-84 years,All,All
S12000030,2015-2017,Count,Years,12.18,Female,65-69 years,All,All
S12000030,2015-2017,Count,Years,51.19,Female,15-19 years,All,All
S12000030,2015-2017,Count,Years,64.41,Female,0 years,All,All
S12000030,2015-2017,Count,Years,60.07,Female,5-9 years,All,All
S12000030,2015-2017,Count,Years,22.12,Female,50-54 years,All,All
S12000030,2015-2017,Count,Years,15.14,Female,60-64 years,All,All
S12000030,2015-2017,Count,Years,37.99,Male,30-34 years,All,All
S12000030,2015-2017,Count,Years,18.52,Female,55-59 years,All,All
S12000030,2015-2017,Count,Years,25.84,Female,45-49 years,All,All
S12000030,2015-2017,Count,Years,6.76,Female,75-79 years,All,All
S12000030,2015-2017,Count,Years,29.84,Female,40-44 years,All,All
S12000029,2015-2017,Count,Years,9.67,Male,65-69 years,All,All
S12000029,2015-2017,Count,Years,7.24,Male,70-74 years,All,All
S12000029,2015-2017,Count,Years,5.14,Male,75-79 years,All,All
S12000029,2015-2017,Count,Years,2.25,Male,85-89 years,All,All
S12000029,2015-2017,Count,Years,58.36,Female,5-9 years,All,All
S12000029,2015-2017,Count,Years,1.37,Male,90 years,All,All
S12000029,2015-2017,Count,Years,62.15,Female,1-4 years,All,All
S12000030,2015-2017,Count,Years,38.16,Female,30-34 years,All,All
S12000030,2015-2017,Count,Years,33.97,Female,35-39 years,All,All
S12000030,2015-2017,Count,Years,63.63,Female,1-4 years,All,All
S12000030,2015-2017,Count,Years,42.46,Female,25-29 years,All,All
S12000029,2015-2017,Count,Years,3.51,Male,80-84 years,All,All
S12000030,2015-2017,Count,Years,46.81,Female,20-24 years,All,All
S12000030,2015-2017,Count,Years,14.26,Male,60-64 years,All,All
S12000030,2015-2017,Count,Years,17.78,Male,55-59 years,All,All
S12000006,2016-2018,Count,Years,15.29,Female,60-64 years,All,All
S12000006,2016-2018,Count,Years,18.62,Female,55-59 years,All,All
S12000030,2015-2017,Count,Years,25.52,Male,45-49 years,All,All
S12000030,2015-2017,Count,Years,21.59,Male,50-54 years,All,All
S12000030,2015-2017,Count,Years,11.04,Male,65-69 years,All,All
S12000006,2016-2018,Count,Years,12.26,Female,65-69 years,All,All
S12000006,2016-2018,Count,Years,3.21,Female,85-89 years,All,All
S12000006,2016-2018,Count,Years,7.06,Female,75-79 years,All,All
S12000006,2016-2018,Count,Years,22.15,Female,50-54 years,All,All
S12000006,2016-2018,Count,Years,25.82,Female,45-49 years,All,All
S12000006,2016-2018,Count,Years,4.93,Female,80-84 years,All,All
S12000030,2015-2017,Count,Years,63.92,Male,1-4 years,All,All
S12000030,2015-2017,Count,Years,60.29,Male,5-9 years,All,All
S12000030,2015-2017,Count,Years,55.75,Male,10-14 years,All,All
S12000030,2015-2017,Count,Years,46.76,Male,20-24 years,All,All
S12000030,2015-2017,Count,Years,29.67,Male,40-44 years,All,All
S12000030,2015-2017,Count,Years,42.37,Male,25-29 years,All,All
S12000030,2015-2017,Count,Years,33.66,Male,35-39 years,All,All
S12000030,2015-2017,Count,Years,4.04,Male,80-84 years,All,All
S12000030,2015-2017,Count,Years,1.81,Male,90 years,All,All
S12000030,2015-2017,Count,Years,2.6,Male,85-89 years,All,All
S12000030,2015-2017,Count,Years,6.06,Male,75-79 years,All,All
S12000030,2015-2017,Count,Years,51.27,Male,15-19 years,All,All
S12000030,2015-2017,Count,Years,8.37,Male,70-74 years,All,All
S12000034,2015-2017,Count,Years,34.98,Male,35-39 years,All,All
S12000034,2015-2017,Count,Years,30.6,Male,40-44 years,All,All
S12000034,2015-2017,Count,Years,26.4,Male,45-49 years,All,All
S12000034,2015-2017,Count,Years,22.39,Male,50-54 years,All,All
